lng,lat
103.742367,31.588730,7
107.575112,31.227797,5
104.518335,31.135429,6
104.469308,31.303818,2
104.560371,30.875693,10
104.467332,31.111608,6
104.373210,28.948589,9
104.386906,28.938031,9
104.403242,28.936747,9
104.418508,28.932022,9
104.434084,28.928335,9
107.126963,31.265278,5
103.840729,30.331952,1
105.152096,29.455098,3
104.559422,30.356061,3
104.519590,31.343272,2
104.363194,31.024649,1
102.254982,27.102723,2
102.256730,26.676549,2
107.011691,30.807068,4
105.027607,31.104012,10
104.364228,31.025023,1
103.221990,29.861943,9
102.256730,26.676549,2
104.971620,31.292948,9
103.560121,29.723523,8
105.153210,32.057412,1
103.610363,31.488395,7
105.656723,30.593229,4
106.397404,31.577520,10
104.572724,30.337765,3
102.183345,30.047251,4
107.098423,31.581730,5
105.865333,30.102784,9
103.738371,30.069819,6
103.624405,30.244774,1
103.844558,30.350140,1
100.772583,30.063982,4
103.395414,29.927335,6
104.079072,29.641010,7
103.810566,30.033233,8
103.811201,30.033108,8
103.407537,29.925368,6
104.150749,30.022547,6
103.842497,30.321783,1
104.554193,31.385089,1
103.844661,30.349918,1
101.569413,30.050951,4
104.138519,29.092318,9
103.567260,29.458079,8
103.877024,30.243115,8
104.862111,29.760516,3
103.811115,30.033594,8
103.203729,30.160762,2
105.060275,31.104922,10
103.655734,28.936645,8
109.858562,30.507034,4
103.884647,31.096099,6
103.865014,30.346326,8
102.638088,29.408896,1
103.584099,30.229499,1
104.369388,30.520002,3
105.970885,29.973390,9
103.292834,30.167875,1
106.861014,32.370837,10
102.170053,27.019425,1
103.134507,28.336421,8
103.882931,29.264594,9
103.676112,30.962004,7
102.280875,26.924865,2
103.909778,29.010761,7
105.707319,30.277530,9
105.002063,31.893564,1
103.198993,30.142005,1
106.948307,31.859935,5
106.811679,32.254478,10
107.097325,31.577332,5
104.335970,30.577090,3
103.543235,29.624684,8
104.683396,30.335467,4
102.256730,26.676549,2
102.256730,26.676549,2
103.544756,28.838751,8
104.936203,31.312808,9
102.207625,27.778384,1
104.906373,29.748732,3
104.412275,31.233720,2
104.713636,30.996793,6
104.617104,30.908839,10
104.139749,31.169914,6
105.778827,32.431899,2
103.482294,30.430164,4
100.770970,30.066333,4
107.840747,30.938916,5
103.853771,29.311124,9
103.729097,32.402198,7
106.019526,30.799690,4
104.670769,31.060746,6
103.856949,31.701956,7
102.168738,30.081216,4
103.726584,32.097896,7
101.983336,26.388054,2
105.270136,31.024673,9
107.418990,31.208111,5
107.120332,31.320550,5
104.977527,31.288620,9
107.831193,31.107749,5
103.679250,32.460978,7
102.920465,29.858367,2
107.825717,31.111622,5
102.310748,27.233078,2
102.056514,26.832025,1
101.983935,30.062928,4
103.559026,29.714351,9
107.113593,31.518247,5
98.324077,29.569569,4
106.681883,31.802041,10
102.211568,27.406372,2
102.258491,26.635126,2
103.501346,30.013184,6
103.876875,30.242715,8
104.086343,29.663751,7
102.254539,27.114079,2
105.780232,31.272148,10
103.400227,29.928385,6
104.210987,29.976151,6
103.700056,29.889773,8
102.207792,26.565138,2
102.245519,27.156812,1
104.186455,29.985166,6
103.510368,30.022542,6
102.842724,29.781184,2
103.582008,29.646729,9
105.855128,31.247431,10
105.024156,29.595007,3
100.950319,30.012846,4
100.767741,30.070497,4
102.187730,27.974276,1
106.205436,29.773378,9
103.612934,30.047882,6
103.768595,32.252455,7
103.839713,30.330292,1
104.287952,30.604226,3
103.095689,28.465449,8
104.365252,31.025475,1
103.140570,28.339725,8
102.193579,28.404459,2
106.395504,31.585180,10
103.196914,30.152240,2
107.113593,31.518247,5
106.475072,31.645965,10
104.495904,31.123478,6
103.879604,30.291021,8
103.630864,32.554253,7
104.694977,31.560125,1
104.670734,30.978016,10
103.858496,31.065174,6
104.609713,29.982533,3
107.096857,31.581600,5
104.444220,30.466038,3
107.110801,31.494485,5
107.070511,31.587787,5
102.157454,30.079869,4
103.139038,28.337652,8
103.728625,29.108672,8
106.746720,31.887017,10
104.336593,30.575723,3
104.292664,30.604101,3
107.450935,31.211099,5
107.622311,31.111965,5
103.840968,30.332305,1
103.873640,29.332458,7
103.628709,29.785496,8
104.605501,30.020018,3
103.022305,28.115986,8
102.255117,27.102801,2
107.111576,31.485805,5
104.623458,29.926053,3
107.097063,31.577989,5
103.840781,30.331951,1
103.527036,29.490679,8
103.609702,29.775039,8
104.458856,31.300156,1
107.573372,31.229342,5
102.721572,29.840360,2
107.322203,30.767730,4
105.612427,30.618661,9
107.574605,31.227847,5
106.948499,30.821494,4
103.431216,30.191880,1
106.043368,30.800460,4
104.725467,31.069299,10
103.784302,29.395384,9
104.542499,30.359992,3
104.984169,29.672165,3
104.491725,30.439815,3
105.024302,29.594943,3
101.489398,30.055104,4
103.570325,31.465882,7
102.183940,28.172118,2
106.217041,30.784429,4
105.541209,30.690754,9
107.041321,31.607334,5
104.044907,29.549658,7
102.115555,30.077312,4
107.110801,31.494485,5
102.638016,29.409083,1
105.571079,30.668686,9
103.510539,30.022635,6
102.258230,28.672524,1
102.141608,30.078404,4
105.616214,30.535495,4
103.281814,29.851520,9
100.764662,30.075197,4
101.569410,30.050954,4
106.836184,32.345793,10
103.778728,30.409995,2
104.449615,31.290727,1
103.955163,30.032558,6
100.758480,30.077285,4
102.189962,28.303614,1
102.863131,29.774945,1
104.608329,30.006300,3
103.117451,28.684274,8
105.237353,32.128646,1
104.571366,30.343481,3
103.142053,28.341285,8
104.955642,29.695386,3
103.635941,31.498588,7
103.613495,32.715456,7
104.794762,31.527054,9
105.342191,28.634808,3
103.665446,29.304888,8
105.427115,30.668549,9
100.668204,30.154670,4
104.448355,31.288460,1
102.988421,28.279146,8
103.733309,30.283382,1
105.817888,32.439947,2
104.571389,30.343285,3
103.876770,29.331730,7
105.781876,32.442111,1
103.324752,30.174231,1
106.836153,32.345949,10
104.731540,31.070705,10
105.570442,32.338753,2
106.802062,31.857733,5
103.885841,30.495370,8
102.205061,27.672525,2
104.718976,29.805380,3
107.446454,31.213424,5
102.226197,27.395188,1
104.584500,30.312402,3
107.653107,31.079366,5
101.590267,30.067751,4
103.728667,32.402118,7
103.200882,30.154902,2
104.342568,30.567572,3
103.067555,30.043453,2
107.099625,31.572555,5
107.097739,31.575839,5
104.725467,31.069299,10
104.725467,31.069299,10
103.657544,28.934785,8
104.606156,30.025604,3
106.860882,32.370866,10
103.847870,30.361608,1
102.192440,28.138860,2
101.861267,30.032521,4
103.876875,30.242715,8
104.207723,29.977128,6
103.578018,30.037221,6
104.468631,31.303539,2
102.259283,27.111746,2
104.880412,31.801500,1
103.869990,30.335468,8
101.569436,30.050935,4
100.751780,30.079559,4
107.364652,31.210915,5
103.178825,30.133459,2
106.656599,31.797647,10
103.719919,32.072874,7
103.749268,31.588080,7
104.113248,29.083295,9
103.852604,30.849432,7
103.728625,29.108672,8
106.444128,32.253499,5
104.182126,30.631414,3
103.841672,29.331721,9
107.097623,31.584433,5
104.151462,30.022061,6
102.314624,29.019805,2
104.360537,30.553006,3
101.490428,30.067447,4
100.747211,30.082882,4
103.302103,30.170756,1
104.499046,30.434290,3
103.948773,30.044993,6
103.608390,32.671246,7
103.627439,32.565498,7
104.607851,30.238936,3
104.609548,30.144622,3
104.438127,30.470602,3
103.604916,31.486463,7
101.489989,30.070697,4
104.947283,29.711400,3
104.076884,29.637038,7
103.564396,29.724420,8
104.087881,29.675849,7
101.252054,33.410369,10
102.849998,30.029887,4
104.951939,30.348909,6
105.523059,30.379014,4
103.938941,30.453449,1
104.737401,30.949931,6
103.756589,31.599447,7
105.401853,28.340683,3
104.685315,31.010215,10
103.633000,32.551523,7
107.097171,31.578863,5
102.761487,29.823986,2
104.477400,31.306556,2
104.723647,30.997779,6
105.542390,30.390312,4
105.692966,30.293613,9
103.768423,30.284234,1
104.129350,30.018620,6
106.040974,30.801615,4
101.860436,26.511460,1
106.406319,31.516612,10
104.725138,31.068954,10
103.728635,32.402144,7
103.849134,30.368344,1
103.876875,30.242715,8
103.728667,32.402118,7
103.728635,32.402144,7
103.728635,32.402144,7
103.728667,32.402118,7
103.381428,30.184477,1
103.433097,29.831285,9
103.728635,32.402144,7
103.582039,31.482797,7
105.035670,29.584885,3
103.620925,32.739047,7
103.183758,30.134888,2
104.471699,30.452418,3
104.227843,30.905404,2
103.763280,32.190639,7
103.620625,32.739703,7
105.278180,29.378166,3
104.700800,29.826783,3
103.685274,32.041702,7
106.921698,31.851998,5
104.874050,31.123713,10
102.206294,30.007574,4
105.702398,30.282081,9
107.039003,31.747832,5
103.948574,30.464820,1
106.462643,33.113569,2
102.204438,27.596829,2
106.075177,32.712982,1
104.534967,31.361671,1
103.143246,28.341333,8
105.393466,32.228818,1
102.922571,29.868169,2
103.770788,32.237102,7
102.369371,29.247826,2
103.237090,30.160707,1
105.612495,30.618495,9
104.882352,31.799674,1
106.681747,31.802291,10
105.300848,29.316790,3
105.397114,28.943330,3
103.598350,29.759000,8
103.544470,28.838896,8
105.579716,30.461013,4
105.730984,32.421618,2
102.278094,27.797461,2
105.259071,31.027344,9
105.559045,30.436929,4
100.745181,30.088607,4
103.454137,30.194231,1
103.639287,29.337453,8
103.865023,30.172808,8
104.402028,31.167933,2
104.698015,31.554175,1
100.735919,30.090416,4
103.728525,29.108609,8
104.459352,31.305375,1
103.685144,32.041744,7
104.693855,31.558433,1
104.415431,30.482813,3
106.873598,32.554607,10
104.846603,31.113876,10
107.627659,31.112815,5
102.251640,27.127201,2
104.119221,31.168580,6
106.137182,32.228521,5
102.009906,30.068028,4
104.503047,30.430292,3
107.834774,31.105468,5
104.944738,30.332047,6
105.518404,31.308495,10
107.826623,30.934258,5
104.496196,31.303040,2
101.489989,30.070697,4
103.677012,32.469001,7
105.847327,30.123596,9
107.214910,31.224704,5
107.830511,31.108368,5
106.932550,31.852746,5
101.046764,30.054254,4
101.851929,26.570818,1
105.819115,32.440040,2
106.406686,31.517059,10
104.560137,30.875813,10
104.436269,31.227420,1
101.569475,30.050988,4
104.611667,31.467357,1
103.874724,30.302872,8
103.802277,29.368722,9
103.792798,30.012548,8
103.801072,30.060487,6
103.810173,30.030326,8
104.124881,30.005949,6
102.186144,28.292933,1
102.265512,27.792486,2
107.098510,31.580369,5
103.709148,29.164773,8
102.264930,28.685158,2
102.240515,28.599505,1
107.445557,31.219777,5
100.727419,30.093459,4
102.783469,29.788429,2
106.444710,29.547354,9
107.446561,31.222016,5
104.506006,28.890444,9
104.531414,31.323644,2
104.612808,30.243994,3
104.567334,30.351882,3
103.928383,30.443288,1
105.700093,30.285116,9
101.788122,26.282411,1
103.882339,30.486766,8
104.379838,30.513418,3
104.661395,30.977646,10
104.604991,30.882776,10
104.608342,30.011417,3
103.491800,29.510454,8
107.593809,31.134440,5
107.418753,31.207918,5
102.925690,30.018688,4
104.953832,30.745092,6
107.049044,30.794129,4
102.987880,30.012187,1
104.372040,30.517549,3
103.117995,28.686656,8
102.688312,29.813105,2
102.601695,30.046719,4
103.204403,30.162216,2
106.475622,31.646482,10
107.684192,31.039288,5
104.119355,31.168538,6
102.936023,29.886699,2
102.258978,27.790721,2
105.787706,32.450938,1
105.379132,28.972279,3
103.890484,30.396723,1
104.611740,30.135803,3
107.576687,31.228053,5
106.698098,31.828917,10
105.293820,29.372789,3
103.811375,30.033150,8
104.242931,29.960547,6
102.025694,30.088179,4
104.533823,31.315840,2
103.510453,30.023060,6
102.162813,30.079228,4
104.151158,30.022272,6
103.861181,30.114871,8
103.879192,30.234088,8
102.291420,26.872251,2
105.010316,29.591722,3
103.862294,30.142229,8
105.497935,28.131952,3
98.324077,29.569569,4
102.188391,28.280276,2
103.184592,30.140192,2
104.450994,31.114679,6
104.869726,28.820393,9
105.104357,31.139085,9
104.591053,31.099381,6
107.566175,31.229163,5
103.200216,30.154349,2
103.811408,30.033125,8
107.706861,31.045620,5
106.475622,31.646482,10
103.941426,30.049644,6
103.733222,32.371022,7
104.937143,31.104958,10
104.119488,31.168496,6
102.286062,26.902128,2
106.634925,31.781867,10
105.109776,31.151374,10
102.866928,30.031479,4
102.225182,27.723863,2
105.695893,32.356139,1
104.258973,30.608141,3
102.926985,30.017185,4
103.864905,30.346701,8
107.666918,31.063082,5
103.180181,30.135283,2
102.186735,28.045181,2
104.721268,30.147775,6
106.652322,31.799071,10
104.062128,30.262420,7
107.100875,31.570099,5
106.591459,31.736481,10
103.918030,28.755485,7
102.839241,29.726415,1
104.690984,29.840444,3
102.268812,27.009292,2
105.744743,32.421755,2
102.210036,26.570996,2
103.688758,32.044731,7
104.499688,30.434101,3
100.723017,30.100628,4
103.240681,30.192866,2
103.688721,32.044697,7
103.303111,30.171002,1
104.356126,30.561981,3
103.926826,29.228244,9
104.336376,30.576291,3
105.838511,32.459204,2
104.751946,30.192137,6
103.360838,30.267936,2
103.578828,30.227676,1
100.723483,30.107888,4
107.098216,31.583232,5
102.192837,28.289903,2
103.837402,29.337738,9
103.142180,28.340653,8
105.428440,30.671973,9
104.657619,29.869990,3
102.250797,26.697634,2
103.105357,30.033193,9
103.105357,30.033193,9
104.437394,31.195272,1
104.945272,30.337613,6
104.014469,30.017461,6
103.955690,29.160128,9
103.941041,30.455434,1
104.365124,31.025340,1
106.363226,32.856067,1
102.164326,30.079930,4
103.610475,29.587880,9
106.827552,32.345270,10
105.970995,29.973314,9
104.881721,29.760497,3
106.257065,29.155590,9
105.792056,32.445101,1
103.659987,28.932659,8
102.259981,27.058496,2
103.020616,28.115595,8
103.999351,30.534124,1
105.312774,31.216700,10
104.271878,29.949425,6
104.462474,28.910127,9
103.218667,30.178351,2
106.827515,32.345196,10
102.175697,27.027222,1
103.743500,32.359709,7
103.550882,29.394698,8
103.918635,29.236965,9
100.721514,30.114410,4
103.791369,30.005700,8
105.846314,32.464464,2
104.586604,30.363801,4
107.113226,31.517795,5
104.607803,30.109933,3
103.981877,31.098022,6
104.956814,29.691874,3
105.696963,30.290238,9
102.769074,29.812851,2
104.533510,31.309154,2
107.043593,31.605186,5
107.046441,31.604521,5
106.406830,31.517155,10
107.113226,31.517795,5
100.717177,30.121479,4
104.378937,31.034468,1
103.726693,32.406469,7
107.422519,31.207015,5
104.607981,30.016544,3
105.393606,31.214400,10
103.718350,32.071515,7
103.887542,29.076814,7
107.049498,30.795524,4
104.937141,31.104963,10
107.293135,30.771389,4
107.003830,30.803467,4
104.203084,29.978465,6
102.194423,28.509102,2
103.132645,28.335754,8
105.388533,30.935427,9
98.324077,29.569569,4
103.876456,30.254283,8
104.666640,31.069850,6
101.849598,26.549807,1
104.581208,30.324349,3
102.223759,27.399589,1
105.022212,31.103074,10
104.384098,31.058351,1
104.365979,31.025643,1
103.572041,31.466252,7
105.705983,30.757130,4
102.259153,27.111545,2
103.555802,28.855883,8
104.610262,29.980634,3
104.524969,30.381561,3
106.217072,29.763029,9
103.841767,29.331530,9
107.422911,31.206978,5
104.109593,30.229291,7
105.284621,29.376471,3
103.965378,30.495315,1
103.722751,31.837467,7
106.883456,32.530348,10
104.363231,30.543510,3
104.298441,31.144513,6
102.261676,28.758311,1
104.611000,30.230141,3
103.954514,28.830150,7
104.498885,30.434615,3
104.342513,30.567554,3
103.484283,30.430044,4
103.949454,29.154428,7
104.613181,28.863247,9
101.594943,30.070269,4
104.294134,31.146104,6
104.609548,30.144622,3
104.498333,30.435033,3
102.205767,28.377120,1
104.498333,30.435033,3
103.875983,30.258849,8
102.229868,29.833729,4
103.139639,28.338380,8
107.458951,31.208386,5
101.144341,30.081664,4
104.456555,30.458108,3
104.498332,30.435034,3
106.281727,29.181301,9
104.924899,31.119683,10
107.050547,31.596494,5
103.642300,31.499381,7
102.458558,30.010417,4
103.595992,29.756089,8
102.226603,29.831164,4
102.839256,29.726642,1
103.723010,29.110638,8
103.557151,28.865173,8
105.360085,28.424094,3
105.425172,28.240649,3
105.107315,29.489716,3
106.556814,31.705870,10
104.498333,30.435033,3
103.683688,29.859986,8
102.458650,30.010631,4
104.599768,31.444853,1
102.601505,29.331688,2
107.363416,30.770072,4
105.518942,27.779730,3
103.602100,31.486128,7
106.390305,29.628679,9
107.098157,31.583177,5
103.653195,29.219741,8
104.524736,30.382877,3
104.498332,30.435034,3
104.528611,30.374194,3
107.586167,31.223239,5
103.194371,30.150298,2
104.273858,30.606083,3
104.117879,30.008007,6
103.809234,30.056131,6
103.871114,30.175711,8
103.737155,30.064829,6
100.301072,29.996689,4
102.176190,28.234791,2
105.979374,32.683155,2
102.258853,27.111411,2
103.871069,30.175719,8
103.876859,29.331704,7
104.201170,30.872051,2
103.309479,30.172204,1
102.146370,26.980566,1
104.886732,31.801096,1
103.926826,29.228244,9
104.538426,31.132200,6
104.333592,30.586771,3
105.693837,30.293140,9
106.525007,30.845208,4
103.095295,30.067379,2
106.700443,33.164695,2
107.142629,31.525782,5
103.053030,28.312309,8
103.193525,30.147901,2
103.937251,29.233411,7
104.719749,29.805098,3
104.868143,29.759945,3
102.597741,25.193730,1
95.102700,30.107543,4
107.436529,30.776732,4
107.838922,30.938907,5
104.182029,29.990142,6
104.117938,30.008037,6
103.590256,30.037983,6
103.524788,30.031646,6
102.249724,27.142616,2
107.738233,31.086862,5
105.847553,30.123171,9
107.116289,31.472505,5
106.953323,31.859575,5
104.334942,30.580828,3
103.841364,29.332137,9
103.762591,32.260684,7
106.556814,31.705870,10
103.178339,30.133648,2
105.281825,29.377329,3
104.639753,30.353625,4
105.971019,29.973299,9
105.605023,30.629721,9
101.732597,30.058156,4
102.631288,29.506461,2
102.299346,27.358081,2
103.839648,31.057216,6
103.696552,29.571017,9
107.929923,31.071909,5
107.267600,31.181720,5
103.876949,29.331692,7
103.870939,30.175791,8
103.634998,31.498357,7
104.242035,30.905091,1
102.192944,28.141475,2
107.126774,31.415637,5
104.143316,30.019198,6
103.935816,30.024410,6
104.482044,31.310877,1
104.591263,31.098639,6
104.926142,30.286855,6
106.700443,33.164695,2
101.948201,26.687787,1
104.926486,30.301245,6
104.392776,30.501651,3
103.558130,28.857179,8
105.735328,32.426317,2
104.202359,30.625526,3
103.572530,31.465798,7
103.710891,29.094044,8
103.722668,29.108582,8
107.116549,31.472417,5
104.109593,30.229291,7
107.046278,31.604584,5
104.542333,30.360109,3
102.926109,30.018273,4
103.833128,29.342641,9
103.513149,30.243390,6
104.299823,31.143313,6
104.680552,29.846245,3
103.613760,30.241793,1
103.716557,28.976755,8
103.494689,31.140917,7
103.205260,30.163264,2
106.797470,32.228401,10
105.243629,29.389586,3
105.129613,31.097008,9
105.413590,31.264719,10
104.486150,31.111926,6
102.938854,30.003565,4
102.958676,29.978195,2
101.102117,30.078042,4
103.886766,30.829400,7
102.857811,29.763541,1
105.838569,32.459294,2
102.193926,30.018430,4
105.855368,31.247229,10
104.313661,31.136915,6
107.582624,31.198417,5
103.140738,28.340409,8
106.860689,32.371114,10
103.118627,28.688366,8
105.252029,30.326063,4
104.608167,30.021265,3
101.600313,30.074925,4
103.549435,31.440644,7
103.545740,29.700152,8
103.095153,30.067360,2
103.862129,30.136443,8
105.408252,31.243279,10
103.651192,30.062515,6
104.642659,31.495382,1
103.935996,30.023816,6
103.811215,30.034238,8
103.635164,29.824337,8
102.921658,30.020997,4
104.238609,30.903255,1
104.559986,30.875932,10
104.829208,31.092296,10
104.612406,30.253085,3
102.258722,27.372866,2
104.669308,31.062709,6
104.697952,30.134955,6
107.459177,31.207805,5
104.947856,30.342897,6
106.820280,33.169475,2
103.871034,30.175763,8
102.204331,27.104483,1
106.876077,30.806863,4
102.258658,26.624650,2
102.883696,29.796351,2
105.340849,29.088372,3
102.201113,27.544279,1
104.986372,29.669168,3
103.882967,30.488323,8
103.958610,30.033302,6
104.431004,31.133929,6
106.575940,31.724244,10
105.333322,29.215003,3
103.899546,31.096459,6
101.261281,30.048083,4
105.334081,31.215273,10
103.654281,29.221348,8
102.924802,30.019318,4
107.178811,26.346309,3
100.535217,30.165006,4
106.844880,31.858802,5
102.369534,29.247238,2
106.635739,30.815429,4
102.022059,30.083846,4
104.611540,30.242454,3
104.933123,30.286962,4
107.572806,31.150895,5
103.137219,28.338130,8
104.610541,30.136461,3
103.608679,29.772136,8
105.428714,30.673858,9
102.282917,27.802898,2
102.002317,30.066154,4
107.405439,31.208818,5
105.576669,30.479549,4
105.577182,30.660226,9
104.607665,30.029539,3
102.164477,30.079939,4
103.597482,32.625087,7
102.854269,29.792856,2
103.917796,28.755163,7
102.937955,29.944900,2
103.845494,30.352841,1
103.557675,28.859701,8
104.271659,30.927552,1
107.922974,31.011834,5
103.608077,29.771841,8
103.266957,30.161484,1
103.876741,30.242531,8
103.525040,30.031905,6
104.177173,29.990251,6
102.220677,26.577602,2
104.216334,29.970317,6
102.261359,27.059966,2
104.261877,29.954026,6
104.321937,30.596576,3
105.809721,32.461640,1
103.554539,30.034028,6
104.227209,30.887373,1
105.388198,31.215422,10
103.515028,30.031190,6
103.913412,29.237640,9
105.964812,30.811276,4
103.511100,30.025739,6
104.584863,30.311278,3
105.664644,30.594643,4
102.189660,28.106013,2
102.390595,29.927993,4
103.517494,31.376872,7
105.341412,28.828251,3
103.142741,28.341135,8
103.843901,30.347915,1
104.542643,31.378023,2
103.575354,29.331558,8
107.252409,31.199586,5
103.954660,30.478819,1
100.884136,22.169776,7
103.627724,32.564983,7
103.830186,29.345741,9
106.843168,31.856085,5
102.205623,27.583348,2
102.631291,29.507830,2
105.354935,29.073524,3
107.127666,31.549233,5
104.061951,30.261500,7
102.164326,30.079930,4
104.143351,30.019247,6
102.179751,28.138768,1
101.955363,30.009587,4
103.942503,29.163723,7
102.190207,28.274063,2
102.198685,27.625445,2
106.406753,31.517333,10
104.503464,30.429531,4
104.591294,31.098822,6
105.017921,31.231234,9
102.919267,30.022321,4
107.096443,31.584048,5
104.718779,29.805522,3
103.482283,30.430305,4
102.224426,27.722478,2
104.955136,29.701407,3
105.979328,30.803999,4
102.931723,29.877604,2
103.694578,30.946770,7
101.569413,30.051009,4
107.831335,31.107673,5
106.396153,31.592009,10
103.804946,30.028598,8
104.149856,30.020240,6
103.432186,29.955340,6
107.574225,31.228348,5
105.614297,27.898392,3
103.087785,28.310204,8
103.597577,29.758030,8
104.709556,31.056707,10
104.724399,30.969554,6
103.635539,29.793758,8
104.109593,30.229291,7
101.984141,30.063340,4
104.544453,31.128332,6
107.167010,26.358732,3
104.230063,30.871659,1
104.322989,31.137416,6
106.634469,31.782464,10
106.406079,31.516401,10
104.524405,30.385212,3
104.609043,30.093020,3
106.565824,31.726281,10
105.296376,29.370813,3
103.168530,30.127730,2
102.206587,27.499267,1
103.882640,30.486981,8
102.631343,29.506477,2
107.711395,31.039245,5
104.602451,30.878734,10
104.508161,30.423345,3
103.363276,30.272793,2
101.046244,30.053922,4
105.524974,30.379736,4
104.118950,29.734094,7
104.607897,30.236543,3
104.611847,30.256037,3
104.368160,30.540851,3
105.202518,32.097294,1
104.461829,31.288157,1
103.958821,28.835312,7
102.254048,26.682093,2
102.254048,26.682093,2
103.902199,28.994796,7
102.254048,26.682093,2
106.885710,32.511327,10
104.988131,31.283747,9
106.565824,31.726281,10
102.839310,29.727093,1
105.782290,32.433824,2
102.254048,26.682093,2
102.197886,27.722411,1
102.938821,30.003561,4
104.823309,31.476123,9
102.178790,28.119487,1
105.659456,30.610529,4
92.276207,28.425325,5
104.606796,31.086570,6
105.331912,29.228247,3
107.572806,31.150895,5
104.338270,30.573821,3
104.387141,31.070783,1
103.566420,30.036106,6
103.934114,30.027642,6
104.447479,31.281321,2
103.864564,30.383503,1
103.885383,30.035744,6
104.283589,29.945738,6
104.143155,30.019618,6
102.185645,28.264307,2
103.510331,30.022579,6
104.143588,30.019019,6
103.727454,30.066147,6
101.710058,26.088114,2
105.042266,29.576070,3
104.322268,30.596154,3
101.999282,30.065846,4
104.235605,30.901648,1
102.129961,30.072325,4
104.506611,30.425140,3
104.584492,30.312579,3
103.183758,30.134888,2
103.585620,31.482706,7
103.200329,30.153915,2
105.389459,31.214916,10
103.008722,30.023727,1
104.519200,30.390863,3
103.539960,29.695562,8
103.132789,28.335520,8
103.902076,29.242936,7
107.936154,31.069678,5
105.818315,32.440102,2
103.028646,30.038594,1
102.638076,29.383851,1
102.254048,26.682093,2
102.389502,29.254210,2
104.151367,30.022145,6
104.614300,30.265579,3
101.973808,26.388481,2
104.702078,29.826145,3
105.795331,31.273618,10
105.639017,30.557273,9
102.256539,27.114927,2
104.464964,31.111977,6
102.920672,29.859223,2
106.046838,29.919838,9
105.971050,29.973274,9
105.024366,29.594902,3
102.237709,27.390121,1
103.259759,30.161325,1
105.579104,30.486393,4
103.202012,30.157010,2
103.653706,29.223371,8
104.455087,31.280904,1
103.197101,30.140326,1
